gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),117.93,3987.86,0
Male,0,Yes,Yes,58,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),111.27,6456.07,0
Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.29,789.33,1
Male,0,Yes,Yes,64,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.19,3308.28,1
Male,0,Yes,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,46.15,211.57,1
Male,0,No,No,67,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,20.21,1338.29,1
Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,68.2,2555.19,0
Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),33.82,33.94,0
Male,0,Yes,Yes,40,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Mailed check,31.67,1285.53,0
Female,1,Yes,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.07,1190.45,1
Male,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,93.96,3263.73,0
Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),30.92,2271.85,1
Female,0,Yes,Yes,53,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.85,4320.07,0
Female,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,47.08,1449.57,1
Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,24.84,665.08,0
Female,0,Yes,No,2,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),115.79,279.96,0
Male,1,Yes,Yes,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,82.77,4712.44,0
Male,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),38.36,2319.79,1
Female,0,No,No,5,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,68.62,382.97,0
Female,0,No,Yes,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,56.85,1040.24,0
Male,0,No,Yes,60,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.54,2114.23,0
Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,114.12,5122.22,0
Male,0,Yes,No,12,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,103.93,1274.56,0
Female,1,No,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,54.92,1187.8,0
Male,0,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,99.08,2961.48,1
Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,36.96,98.83,1
Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,25.5,1698.7,0
Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,70.66,1010.24,0
Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),57.25,1681.54,0
Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),24.98,1216.89,0
Male,0,No,No,42,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,81.05,3415.07,0
Male,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,99.96,258.95,0
Male,0,No,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.73,4311.95,0
Male,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.39,1143.02,1
Female,1,No,No,27,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),55.74,1530.57,1
Female,0,No,No,15,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,43.08,621.8,1
Male,0,No,No,68,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,32.85,2227.25,0
Female,1,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.92,1968.75,1
Male,0,Yes,No,64,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,24.54,1597.04,0
Female,0,No,No,68,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.32,1681.58,1
Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,95.67,1223.08,0
Female,1,No,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,60.75,2027.36,0
Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,92.47,5133.22,1
Male,0,Yes,No,28,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),50.66,1375.74,0
Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),53.02,1304.01,1
Female,0,Yes,Yes,65,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,60.83,3963.3,0
Female,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.45,1877.62,1
Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),73.9,1063.57,0
Female,0,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,25.29,766.58,0
Male,0,Yes,Yes,19,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),73.74,1384.57,0
Male,0,No,No,52,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.37,4647.29,1
Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,117.22,7732.29,0
Female,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,81.75,3887.3,0
Male,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),88.9,5819.92,0
Female,0,Yes,No,0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,77.52,13.26,1
Male,0,Yes,No,38,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,113.1,4281.29,0
Female,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,98.98,5941.13,0
Female,1,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),79.51,4264.09,0
Female,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),51.27,3493.13,0
Male,1,Yes,Yes,1,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.44,33.55,1
Male,0,No,Yes,16,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,93.33,1504.36,1
Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,110.86,3121.77,0
Female,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,116.56,299.98,1
Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,44.23,3177.68,0
Male,0,No,No,63,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,77.19,4885.57,1
Male,1,Yes,Yes,42,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),88.2,3728.38,0
Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,59.3,640.38,1
Male,0,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),28.92,1449.18,0
Female,0,Yes,Yes,67,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,46.6,3137.23,0
Female,1,No,No,60,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,69.55,4221.92,0
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),29.5,2125.25,0
Male,0,No,No,50,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.3,2452.55,0
Female,1,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,43.77,217.01,0
Male,0,No,No,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,53.44,1433.23,0
Male,0,Yes,Yes,9,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),86.69,794.25,0
Male,0,No,No,51,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,65.62,3379.2,0
Male,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,55.62,885.98,0
Male,0,Yes,No,64,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),45.48,2904.9,1
Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,86.87,1716.25,1
Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,85.44,4574.53,0
Male,0,No,No,48,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,62.65,3051.6,0
Male,0,Yes,No,21,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,45.88,960.06,0
Female,0,No,No,68,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,98.89,6707.24,0
Female,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,103.21,6465.01,0
Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,102.62,3589.48,0
Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),57.27,1184.8,0
Female,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,43.42,2425.02,0
Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,102.6,7348.82,0
Male,0,No,Yes,47,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),115.97,5449.18,0
Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,37.36,666.68,0
Female,1,No,No,14,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,81.65,1176.6,1
Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),50.96,2234.71,0
Female,0,No,Yes,44,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),66.58,2899.83,0
Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.22,2624.18,0
Female,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),71.87,2848.37,0
Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.17,4685.59,0
Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),115.17,3323.41,0
Male,1,No,No,25,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),26.61,637.82,1
Male,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),86.34,2594.07,0
Female,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),70.33,3871.12,0
Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),57.67,3491.92,0
Male,0,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.21,1338.64,1
Female,1,No,No,23,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),106.61,2427.05,0
Female,0,Yes,No,3,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,79.06,270.25,1
Male,0,Yes,No,8,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),100.05,815.35,1
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),47.53,13.16,0
Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,61.77,2107.2,0
Female,0,No,No,37,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,35.43,1306.9,0
Male,0,No,No,44,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),75.26,3346.02,0
Male,0,No,No,14,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,91.95,1297.47,1
Male,0,No,No,41,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,75.93,3142.24,0
Female,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),109.2,214.75,0
Male,0,No,Yes,30,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,103.94,3166.24,1
Male,0,No,No,51,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.44,3112.42,0
Female,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,75.23,3019.06,1
Female,0,No,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),82.7,4662.48,0
Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),98.75,4030.78,0
Female,0,No,Yes,52,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.47,1372.18,1
Female,0,Yes,No,55,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),98.74,5422.2,1
Male,1,No,Yes,71,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,24.66,1737.9,0
Male,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,89.95,4706.16,0
Female,0,Yes,No,31,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,No,Mailed check,64.53,2013.49,0
Female,0,No,No,53,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),41.72,2237.99,0
Female,0,No,No,36,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),88.7,3221.16,1
Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.04,748.94,0
Female,1,Yes,No,10,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,100.87,1043.15,0
Male,0,Yes,Yes,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,37.41,2005.37,0
Male,1,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,78.41,4633.94,0
Male,0,No,Yes,9,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,84.31,784.91,1
Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.24,1603.34,0
Female,0,No,Yes,41,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.82,2082.15,1
Male,0,No,No,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),28.43,1007.45,0
Female,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),59.68,3436.48,0
Female,1,Yes,No,58,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,90.73,5242.27,0
Female,1,No,Yes,23,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,98.53,2241.33,0
Male,1,No,Yes,27,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,94.32,2518.6,0
Female,0,No,No,36,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.17,1642.17,0
Male,0,No,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.87,627.35,1
Male,0,No,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,105.25,3404.76,1
Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),92.25,112.06,1
Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.53,2554.29,0
Female,0,Yes,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.08,595.2,0
Male,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,75.21,0.0,1
Female,0,No,No,27,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,107.79,2868.46,1
Male,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.42,4987.29,1
Female,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.74,1481.49,1
Female,0,Yes,No,27,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),113.08,3050.38,0
Male,0,Yes,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.87,477.26,1
Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),75.27,1716.98,0
Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),91.13,5604.76,0
Male,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,43.09,167.61,0
Male,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),57.35,3175.08,0
Male,0,No,No,40,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,110.93,4390.72,1
Female,0,Yes,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.58,1670.73,0
Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,20.04,929.11,0
Male,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),114.47,6561.66,0
Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,105.52,3968.35,0
Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,98.04,2379.96,1
Female,0,Yes,No,59,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,51.35,3077.06,0
Female,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),55.66,2548.92,1
Male,0,Yes,No,60,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,107.73,6416.18,0
Male,0,No,No,26,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,115.5,2977.01,1
Male,0,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,24.14,952.41,0
Female,0,No,No,51,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,64.82,3334.72,0
Male,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),58.06,2713.96,1
Female,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,91.7,2882.53,0
Male,1,Yes,No,23,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),67.34,1590.21,0
Female,0,Yes,No,2,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),25.86,38.59,0
Female,0,No,No,26,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,34.73,913.45,1
Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,48.74,3553.7,0
Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),96.73,3731.1,1
Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,95.37,2125.43,1
Male,0,No,Yes,6,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,95.16,525.86,1
Female,0,No,No,36,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.69,3439.21,0
Male,1,No,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,59.64,359.09,1
Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),79.47,1673.81,0
Male,0,Yes,No,16,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),32.48,554.58,0
Male,1,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,40.44,698.57,1
Female,0,No,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,50.36,1907.78,0
Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),69.33,2403.98,0
Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,36.39,518.5,0
Male,0,No,No,62,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,105.45,6543.71,1
Female,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),80.13,2272.39,0
Female,1,Yes,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,71.7,4198.05,1
Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.61,1110.16,0
Male,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,74.24,2880.21,0
Female,1,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,109.58,1650.57,1
Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,40.39,1265.32,0
Male,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),40.07,598.8,0
Male,0,No,No,29,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),109.47,3141.28,0
Male,1,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,101.27,6601.08,0
Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,86.05,3654.69,0
Male,0,No,Yes,37,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,91.32,3388.95,0
Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.92,1221.11,1
Male,0,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,94.13,5591.84,0
